University,State,Private,SATm,SATv,SAT,ACT,SATm25,SATm75,SATv25,SATv75,ACT25,ACT75,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Instate,Outstate,Room.Board,Room,Board,Fees,Books,Personal,PhD,Terminal,S.F.Ratio,perc.Alumni,Expend,Grad.Rate,Sal.Prof,Sal.Assoc,Sal.Assist,Sal.All,Comp.Prof,Comp.Assoc,Comp.Assist,Comp.All,Num.Prof,Num.Assoc,Num.Assist,Num.Instruct,Num.Faculty
SUNY College  at Brockport,NY,1,506,446,952,22,450,550,400,490,20,23,7294,3564,904,7,34,5758,1363,2650,6550,4460,2760,1700,315,500,705,79,83,19.0,14,6632,49,603,501,397,492,778,651,509,636,87,107,88,0,296
SUNY College at Buffalo,NY,1,455,409,864,*,410,530,380,470,*,*,5318,3515,1025,8,29,7626,2091,2650,6550,4040,2680,1360,240,550,1230,71,78,18.7,12,7511,42,536,433,359,444,693,560,464,573,144,157,88,3,424
SUNY College at Cortland,NY,1,524,460,984,23,493,559,440,493,22,25,7888,3519,1036,6,40,5011,346,2650,6550,4680,2680,2000,316,630,1274,82,85,17.8,17,5563,53,530,411,341,432,691,537,439,563,85,76,66,0,234
SUNY College at Fredonia,NY,1,525,472,997,23,480,570,430,510,21,24,4877,2798,814,13,48,4123,298,2650,6550,4420,2500,1920,359,620,1481,82,90,16.3,10,6442,66,562,438,350,450,731,569,451,585,93,65,54,15,235
SUNY College at Geneseo,NY,1,608,541,1149,26,560,650,490,580,25,29,8598,4562,1143,56,93,5060,146,2650,6550,4170,2620,1550,433,600,650,79,84,19.1,25,5716,76,541,411,348,405,704,536,448,525,48,78,79,23,243
SUNY College at New Paltz,NY,1,537,479,1016,24,476,590,423,560,*,*,8399,3609,656,19,53,4658,1478,2650,6550,4240,1790,2450,271,550,1500,85,93,15.3,8,6608,53,584,458,373,462,758,594,480,598,90,96,73,0,283
SUNY College at Oneonta,NY,1,509,463,972,22,450,540,400,480,20,23,7500,4350,872,*,*,4627,483,2650,6550,4952,2300,2652,250,500,1350,70,70,17.1,13,6111,60,539,428,362,440,705,557,467,571,93,78,81,1,267
SUNY College  at Oswego,NY,1,550,480,1030,24,480,570,450,550,23,26,8000,4556,1464,17,70,6943,869,2650,6550,4810,2830,1980,311,500,1500,69,85,22.0,21,5280,63,537,427,339,441,702,556,435,574,111,105,78,4,302
SUNY College at Plattsburgh,NY,1,520,460,980,22,470,580,410,500,20,24,5549,3583,853,9,40,5004,475,2650,6550,4176,2520,1656,309,600,1380,80,90,17.9,16,6174,65,538,435,343,445,701,566,441,578,107,76,71,1,266
SUNY College at Potsdam,NY,1,540,500,1040,23,460,560,410,500,20,24,3150,2289,650,16,51,3598,234,2650,6840,4660,2750,1910,240,500,1000,71,75,15.1,17,6436,59,531,413,337,424,691,539,436,552,78,63,52,9,219
Syracuse University,NY,2,*,*,*,*,520,640,450,560,*,*,10477,7260,2442,28,67,10142,117,15150,15150,6870,3620,3250,360,635,960,73,84,11.3,13,14231,67,648,475,394,526,851,645,528,701,371,301,205,10,891
Utica College of Syracuse University,NY,2,496,437,933,28,440,560,380,490,18,25,1278,978,256,*,*,1525,798,12680,12680,4924,*,*,90,525,1175,64,96,12.3,7,8344,65,487,394,339,401,642,520,439,527,27,46,32,0,105
Union College,NY,2,*,*,*,28,*,*,*,*,26,32,3495,1712,528,49,84,1915,123,18732,18732,6204,3297,2907,190,450,1024,94,96,11.5,49,15411,88,638,508,399,512,841,677,501,667,60,50,54,9,173
University of Rochester,NY,2,*,*,*,*,550,670,470,590,23,29,8766,5498,1243,56,75,5071,438,17840,17840,6582,3978,2604,410,500,882,93,99,5.9,23,26037,80,747,520,434,611,895,626,520,733,252,130,110,7,508
Vassar College,NY,2,625,603,1228,27,580,680,560,650,25,30,3550,1877,653,53,87,2164,77,18920,18920,5950,5950,*,465,600,800,90,98,9.7,39,17089,90,674,517,408,523,879,669,512,674,70,60,66,9,212
Wagner College,NY,2,510,480,990,*,450,560,430,540,*,*,1416,1015,417,10,44,1324,117,13500,13500,5800,5800,*,*,585,1700,67,78,13.2,23,9006,75,457,366,326,368,587,477,438,483,20,17,31,4,72
Wells College,NY,2,590,490,1080,24,490,580,490,590,*,*,318,240,130,40,85,416,19,14900,14900,5550,*,*,*,600,500,93,98,8.3,42,13935,69,464,373,318,396,568,454,389,484,21,10,14,0,46
Long Island University at Brooklyn,NY,2,420,410,830,*,*,*,*,*,*,*,3292,1317,707,*,*,3520,673,10258,10258,5570,2950,2620,485,700,1250,75,75,21.6,*,*,61,631,513,408,531,825,672,520,690,233,175,124,22,561
New York Institute of Technology,NY,2,*,*,*,*,*,*,*,*,*,*,2531,1978,778,*,*,4730,2007,9190,9190,5500,2980,2520,850,500,1250,74,74,18.6,*,7148,53,569,492,410,491,726,642,546,639,68,106,43,11,228
SUNY College at Purchase,NY,1,486,466,952,*,420,560,390,540,*,*,2119,1264,390,5,33,2478,1441,2650,6550,4760,2990,1770,367,1125,1362,80,100,14.9,8,8170,46,534,432,362,437,696,565,468,570,29,52,28,0,114
SUNY College at Old Westbury,NY,1,*,*,*,*,*,*,*,*,*,*,1358,1328,370,*,18,2992,1202,2150,5750,4420,2990,1430,248,660,*,67,74,25.3,*,6288,22,592,480,374,466,758,616,485,599,36,42,40,8,127
SUNY at Buffalo,NY,1,572,480,1052,*,550,650,450,550,*,*,15039,9649,3087,36,100,13963,3124,2650,6550,4731,4731,*,424,708,957,90,97,13.6,15,11177,56,762,548,423,601,970,704,534,767,400,338,218,9,982
SUNY Empire State College,NY,1,*,*,*,*,*,*,*,*,*,*,2036,*,1725,*,*,1596,4333,2650,6550,*,*,*,95,600,1650,58,58,15.1,13,8301,*,543,437,361,430,706,562,468,554,33,47,35,3,132
Art Academy of Cincinnati,OH,2,425,425,850,17,*,*,*,*,*,*,130,82,33,*,*,199,31,8450,8450,*,*,*,370,1200,*,11,89,7.5,*,9442,*,*,286,*,304,*,354,*,371,5,6,5,1,17
Ashland University,OH,2,438,410,848,21,*,*,*,*,*,*,1454,1267,424,20,41,1874,757,11431,11431,4684,2467,2217,260,600,1700,43,43,17.4,*,9090,66,484,418,329,398,624,530,437,515,52,58,58,4,179
Baldwin-Wallace College,OH,2,529,468,997,23,460,590,410,530,20,25,1690,1366,662,30,61,2718,1460,10995,10995,4410,2235,2175,585,1000,1000,68,74,17.6,20,8086,85,530,431,360,464,662,552,464,587,74,39,35,0,148
Bluffton College,OH,2,512,438,972,23,430,600,380,510,20,25,692,514,209,20,50,760,81,9900,9900,3990,2373,1617,*,400,900,76,71,13.3,19,9073,58,368,309,272,312,466,389,347,399,16,13,19,1,49
Bowling Green State University,OH,1,497,449,946,22,430,550,390,500,20,24,9251,7333,3076,14,45,13699,1213,3070,7452,3352,1968,1384,660,600,1700,81,89,21.1,14,6918,67,620,481,394,483,817,644,530,643,226,212,180,65,690
Capital University,OH,2,*,*,*,23,*,*,*,*,21,26,1747,1382,449,34,66,1662,960,13050,13050,4000,4000,*,135,500,800,64,69,12.1,27,9557,83,563,405,334,424,704,540,429,543,54,36,57,11,158
Case Western Reserve University,OH,2,*,*,*,*,600,740,490,640,26,32,3877,3156,713,71,93,3051,513,15700,15700,4730,2960,1770,125,525,1460,95,95,2.9,29,19733,67,754,518,470,585,948,663,600,744,213,133,126,58,530
Cedarville College,OH,2,524,486,1010,24,450,600,420,550,21,26,1307,1090,616,25,55,2196,82,7344,7344,4410,2370,2040,126,570,1000,50,52,15.3,34,6897,64,419,364,300,346,527,459,379,436,32,37,60,3,132
Cleveland State University,OH,1,440,408,848,20,350,510,320,450,16,22,2407,2296,1304,5,19,7749,3961,3231,6462,*,*,*,*,808,*,91,97,18.5,6,7649,35,611,459,390,486,750,575,495,606,166,223,128,14,531
College of Mount St. Joseph,OH,2,480,440,920,21,400,550,380,500,19,25,798,620,238,14,41,1165,1232,9800,9800,4430,2280,2150,50,400,1150,46,46,11.1,35,6889,100,477,412,339,360,575,482,401,423,10,21,52,17,100
Franciscan University of Steubenville,OH,2,516,488,1004,24,440,590,410,550,20,26,553,452,228,22,49,1301,242,9650,9650,4400,2200,2200,260,600,1000,57,69,14.9,8,6336,83,445,362,300,349,580,440,405,449,15,32,34,2,83
College of Wooster,OH,2,570,530,1100,24,500,620,460,580,22,28,2100,1883,553,29,65,1704,1,16240,16240,4690,2160,2530,*,500,500,84,96,11.1,43,14140,69,561,411,346,449,735,518,429,575,52,24,44,2,122
Defiance College,OH,2,438,381,819,21,360,510,310,480,18,23,571,461,174,10,26,645,283,10850,10850,3670,*,*,*,400,1159,58,60,12.8,19,7505,56,373,333,277,326,438,388,330,382,14,18,11,0,46
Denison University,OH,2,*,*,*,*,520,630,460,570,25,29,2762,2279,533,32,60,1835,14,16900,16900,4720,2600,2120,820,500,600,88,97,11.6,45,12423,81,558,414,346,445,757,528,439,584,58,32,55,0,146
University of Findlay,OH,2,*,*,*,22,*,*,*,*,*,*,2165,1783,412,20,43,1854,475,11800,11800,5030,2460,2570,104,550,650,51,56,12.4,22,6631,*,417,370,301,330,526,470,369,413,18,29,51,7,115
Franklin University,OH,2,*,*,*,*,*,*,*,*,*,*,1304,1300,871,4,15,1272,2733,3096,3096,*,*,*,*,*,*,53,53,19.6,*,4723,33,*,*,*,345,*,*,*,438,0,0,0,0,39
Heidelberg College,OH,2,500,420,920,22,*,*,*,*,*,*,738,687,241,20,44,964,242,13780,13780,4410,2004,2406,198,500,500,68,73,12.5,*,9268,65,399,334,298,331,491,407,349,397,17,18,24,8,67
Hiram College,OH,2,540,510,1050,24,480,590,430,560,21,27,922,729,244,37,66,1000,275,14067,14067,4560,*,*,270,400,1000,75,95,10.6,34,12165,79,468,367,302,373,602,469,379,474,28,22,20,11,81
John Carroll University,OH,2,561,502,1063,23,530,630,460,580,20,25,2421,2109,820,27,57,3168,392,11700,11700,5550,3000,2550,*,600,450,89,90,14.5,28,7738,89,587,473,389,465,717,586,490,576,59,56,74,14,203
Kent State University,OH,1,462,424,886,21,390,520,360,480,18,23,9210,3040,7425,10,30,15615,3230,3927,7854,3666,*,*,*,500,1350,81,86,20.8,*,6397,46,654,473,389,502,810,602,505,636,221,244,203,14,682
Kenyon College,OH,2,593,570,1163,27,550,640,520,630,25,29,2212,1538,408,44,75,1445,1,19240,19240,3690,1640,2050,610,750,480,95,95,11.1,46,14067,88,608,439,381,480,777,552,475,608,49,36,38,8,131
Lourdes College,OH,2,*,*,*,19,*,*,*,*,18,22,57,55,32,17,48,435,1174,6992,6992,*,*,*,300,720,3285,17,24,9.6,8,7256,46,*,330,283,280,*,413,371,361,2,8,15,22,47
Malone College,OH,2,479,433,912,21,410,560,380,490,19,24,874,758,428,21,46,1605,246,9858,9858,3700,2020,1680,135,450,1200,42,45,17.6,16,4796,55,410,352,306,343,515,441,383,432,20,18,26,4,70
Marietta College,OH,2,*,*,*,*,490,600,450,550,22,27,1611,960,342,27,60,1089,210,13850,13850,3920,2020,1900,270,470,810,80,97,13.2,30,10223,96,445,366,298,370,569,464,367,470,27,18,19,5,69
Muskingum College,OH,2,490,436,926,22,400,550,370,500,19,25,1109,922,375,24,46,1115,70,13240,13240,3914,1634,2280,386,600,800,73,85,13.4,27,9333,73,446,365,290,353,574,461,378,453,19,19,28,3,69
Notre Dame College of Ohio,OH,2,415,423,838,19,370,480,410,470,17,22,136,107,42,12,36,377,373,8064,8064,3860,2420,*,80,650,700,61,61,8.7,38,7712,*,*,294,269,290,*,346,318,340,5,9,15,0,29
Oberlin College,OH,2,623,596,1219,29,570,680,540,660,25,30,4778,2767,678,50,89,2587,120,19670,19670,5820,2920,2900,126,575,1119,77,96,10.1,47,16593,83,588,454,385,507,789,605,491,673,121,69,43,6,239
Ohio Northern University,OH,2,541,465,1006,24,480,650,410,540,20,26,2936,2342,669,35,62,2502,66,15990,15990,4080,1785,2295,*,600,825,73,78,14.5,31,9979,83,511,431,371,437,639,546,465,550,55,53,39,8,155
Ohio University,OH,1,520,473,993,24,460,580,420,530,21,26,11023,8298,3183,21,54,14861,1310,3552,7629,4095,2013,2082,357,550,2300,79,87,20.4,13,8811,64,632,486,393,512,786,618,512,648,248,241,192,4,687
Ohio Wesleyan University,OH,2,575,528,1103,25,510,620,470,570,22,28,2190,1700,458,36,65,1780,48,16732,16732,5650,2860,2790,*,550,550,93,93,12.1,32,12011,75,541,395,354,453,726,584,500,626,67,25,42,2,136
Otterbein College,OH,2,*,*,*,24,*,*,*,*,21,26,1496,1205,428,26,57,1648,936,12888,12888,4440,*,*,*,420,840,62,68,13.9,30,8802,87,459,372,329,363,600,467,399,457,22,42,56,10,130
Tiffin University,OH,2,372,308,680,19,300,440,260,360,16,20,845,734,254,5,21,662,351,7600,7600,3800,1800,2000,125,600,1200,59,74,19.0,40,5096,39,485,379,334,379,593,470,410,466,6,7,14,0,27
University of Akron,OH,1,467,413,880,20,399,599,349,475,17,23,6305,5190,3211,*,*,12487,9295,2888,7650,3844,2454,1390,304,550,2100,71,80,16.7,18,6025,43,577,448,387,479,718,567,497,603,278,253,147,39,717
University of Cincinnati,OH,1,533,464,997,23,460,610,400,520,20,26,6855,5553,2408,26,57,11036,2011,3234,8907,4697,2703,1994,498,556,1851,89,95,10.8,6,13889,54,666,483,393,535,856,622,506,688,447,410,244,12,1113
University of Dayton,OH,2,578,504,1082,25,490,610,500,560,22,28,6361,5293,1507,26,51,5889,665,11380,11380,4220,2160,2060,450,500,900,81,85,14.8,25,8894,93,590,479,392,482,765,616,495,618,123,159,130,7,419
University of Toledo,OH,1,504,447,951,20,430,640,390,560,19,25,3055,2959,1527,*,*,15428,5370,2693,7441,3719,2564,1155,706,550,500,81,83,20.4,5,6124,48,608,457,379,486,750,572,481,607,217,152,167,20,556
Urbana University,OH,2,*,*,*,19,*,*,*,*,17,21,318,265,132,12,45,745,203,8468,8468,4140,1760,2380,477,500,750,68,70,15.0,10,5052,*,335,266,241,272,425,314,297,333,9,12,14,1,36
Ursuline College,OH,2,434,404,838,21,340,540,330,490,18,20,325,260,86,21,47,699,717,9600,9600,4202,2270,1932,210,450,750,39,69,10.5,15,7164,68,413,350,297,306,476,410,361,363,8,10,20,24,62
Walsh University,OH,2,*,*,*,22,*,*,*,*,*,*,1092,890,477,27,92,847,497,8670,8670,4180,*,*,300,500,1450,42,58,11.3,33,5738,68,407,344,278,346,504,427,352,432,17,19,10,0,49
Wilmington College,OH,2,*,*,*,*,*,*,*,*,18,22,709,602,225,15,37,1372,611,10230,10230,4110,*,4110,180,500,1000,59,*,13.3,16,6943,67,407,357,303,335,481,430,364,401,10,18,32,1,61
Wittenberg University,OH,2,577,524,1101,25,510,620,480,570,22,27,1979,1739,575,42,68,1980,144,15948,15948,4404,2190,2214,822,400,800,82,95,12.8,29,10414,78,546,413,341,438,704,543,436,567,49,55,32,6,142
Xavier University,OH,2,521,475,996,24,440,600,420,540,21,27,1959,1805,695,24,47,2849,1107,11520,11520,4960,2600,2360,10,600,1250,73,75,13.3,31,9189,83,571,473,378,449,712,586,467,557,58,75,78,19,230
Youngstown State University,OH,1,*,*,*,20,*,*,*,*,17,23,3297,2903,1907,13,32,9633,3662,2196,4536,3675,*,*,594,570,1410,71,*,18.0,1,5483,50,591,450,362,481,723,562,461,597,204,116,106,33,459
Ohio State University at Columbus,OH,1,*,*,*,*,450,610,400,530,20,26,15076,12860,5330,24,52,31039,6005,3087,9315,4484,*,*,*,525,2550,*,95,13.1,17,10900,56,703,491,415,555,846,603,516,676,758,679,443,30,1910
Miami University at Oxford,OH,1,*,*,*,*,540,640,470,560,23,27,9239,7788,3290,35,39,13606,807,3740,8856,3960,1860,2100,798,500,1382,81,89,17.6,20,7846,85,616,474,376,478,797,614,487,619,258,225,219,60,763
Antioch University,OH,2,504,516,1004,24,430,580,460,580,21,27,713,661,252,25,44,712,23,15476,15476,3336,1538,1798,1404,400,1100,69,82,11.3,35,42926,48,441,348,300,316,571,457,398,418,30,15,17,3,162
Wright State University,OH,1,*,*,*,*,330,530,300,480,18,23,*,*,*,11,30,9967,3732,*,*,*,*,*,*,*,*,80,80,8.1,*,8133,*,642,468,385,465,781,580,485,576,126,176,132,45,493
Shawnee State University,OH,1,*,*,*,19,*,*,*,*,*,*,1406,1406,952,*,*,2536,1100,2262,4128,*,*,*,393,*,*,42,42,17.3,*,5160,*,510,439,368,411,658,563,502,537,15,54,35,15,119
Cameron University,OK,2,*,*,*,19,*,*,*,*,16,21,1782,1695,1238,15,39,3302,2686,1640,4017,2400,*,*,*,650,1850,55,55,19.9,*,3823,36,426,360,329,345,531,452,415,434,44,35,63,34,177
Bartlesville Wesleyan College,OK,2,430,440,870,22,*,*,*,*,18,25,149,114,81,19,41,344,150,5950,5950,2900,1300,1600,85,500,*,38,38,8.4,*,6560,*,*,*,*,264,*,*,*,358,0,0,0,0,26
University of Central Oklahoma,OK,1,*,*,*,21,*,*,*,*,*,*,3398,3191,1326,9,38,7517,4525,1133,1928,2150,*,*,140,500,1400,65,65,22.8,*,3709,31,503,442,384,416,606,536,469,505,108,57,166,58,389
East Central University,OK,1,*,*,*,20,*,*,*,*,*,*,600,550,520,10,39,3255,558,1695,3590,2388,*,*,*,400,1801,64,65,18.5,3,3692,*,453,407,352,378,538,488,429,456,39,31,64,23,158
Langston University,OK,2,*,*,*,*,*,*,*,*,*,*,1171,710,400,*,*,3236,434,1604,2064,2580,1484,1096,250,500,2106,69,69,41.7,*,3440,*,459,375,313,342,545,454,383,415,12,31,34,29,108
Northeastern State University,OK,1,*,*,*,21,*,*,*,*,18,23,1378,1182,*,*,*,4952,2123,1338,2280,2280,*,*,*,400,*,62,70,20.2,*,3964,25,455,374,348,377,554,462,431,464,80,49,71,52,257
Northwestern Oklahoma State University,OK,1,*,*,*,*,*,*,*,*,18,24,620,410,346,*,*,*,*,*,*,*,*,*,*,*,*,40,40,16.2,*,3997,29,435,397,321,336,522,479,390,407,12,11,30,24,77
Oklahoma Baptist University,OK,2,*,*,*,24,*,*,*,*,20,26,758,681,484,35,59,1707,705,5390,5390,3140,1350,1790,530,515,1290,63,71,15.1,18,5511,50,379,335,282,317,467,420,359,399,22,33,42,5,102
Oklahoma Christian University,OK,2,480,440,920,22,390,570,380,520,18,25,776,765,351,22,44,1419,228,6400,6400,3150,1650,1500,280,500,1900,58,64,16.2,8,6578,45,432,372,317,385,527,454,371,466,39,18,15,5,77
University of Sci. and Arts of Oklahoma,OK,1,*,*,*,20,*,*,*,*,*,*,285,280,208,21,43,1140,473,1408,3687,1920,640,1280,172,600,1800,67,77,23.6,3,3864,43,427,369,336,362,528,459,434,454,13,18,11,10,52
Oklahoma State University,OK,1,540,477,1017,24,470,610,420,540,21,26,4522,3913,2181,29,57,12830,1658,1889,5336,3344,1758,1588,40,800,3100,84,92,15.3,14,6433,48,532,409,373,449,655,509,460,555,342,247,181,11,794
Oklahoma Panhandle State University,OK,1,*,*,*,20,*,*,*,*,*,*,350,343,251,8,27,1117,117,1212,3274,1800,1200,600,217,90,1800,58,58,18.1,*,4572,29,427,360,311,346,515,444,386,425,15,14,14,11,54
Phillips University,OK,2,465,423,888,22,350,490,410,530,19,25,692,576,174,19,50,597,83,10500,10500,3860,*,*,430,600,940,58,64,11.6,19,8990,39,365,315,273,317,438,381,327,381,16,10,15,1,42
Southeastern Oklahoma State Univ.,OK,1,*,*,*,20,*,*,*,*,*,*,818,700,447,20,50,2962,651,1500,3738,2619,*,*,*,450,1022,55,59,19.6,9,4444,53,464,407,348,363,558,493,425,440,33,17,61,37,148
Southwestern Oklahoma State Univ.,OK,1,*,*,*,20,*,*,*,*,16,22,*,*,920,*,*,4057,659,1298,3225,2130,*,2130,*,*,*,*,*,*,*,4225,*,464,429,382,393,567,528,474,485,56,33,65,44,198
University of Oklahoma,OK,1,*,*,*,24,*,*,*,*,21,27,4743,3970,2233,32,63,13436,2582,1737,5173,3526,*,*,166,765,3176,86,90,11.5,11,10244,44,600,445,368,470,752,563,468,593,286,225,236,24,778
University of Tulsa,OK,2,576,525,1101,24,510,640,460,580,21,27,1712,1557,696,41,68,2936,433,11750,11750,4160,*,*,*,1200,2350,94,96,11.5,10,11743,47,686,500,404,513,835,608,493,625,84,108,73,20,287
Western Baptist College,OR,2,429,404,833,*,*,*,*,*,*,*,259,219,118,*,*,513,23,9200,9200,4000,*,*,200,375,2100,23,23,16.8,14,7269,51,*,308,252,285,*,451,340,388,3,7,7,5,22
Concordia College,OR,2,466,434,900,19,370,540,360,490,18,25,299,206,81,26,40,811,206,9600,9600,3150,3150,*,*,500,750,56,58,14.3,*,5976,41,401,329,307,349,496,414,389,436,13,15,7,1,36
Eastern Oregon State College,OR,1,*,*,*,*,*,*,*,*,*,*,949,800,356,*,*,1662,529,2600,2600,3636,*,*,*,450,846,60,60,11.9,*,6390,*,470,363,309,373,612,482,412,492,20,23,17,5,65
George Fox College,OR,2,497,463,960,*,450,600,430,560,*,*,809,726,294,27,52,1271,43,12500,12500,4130,2080,2050,140,400,1050,53,53,13.5,22,7136,52,418,373,302,355,531,468,371,444,20,27,27,3,77
Lewis and Clark College,OR,2,*,*,*,*,520,640,490,590,24,28,2774,2092,482,35,64,1763,59,15800,15800,4790,2390,2400,*,450,950,97,98,12.3,21,12999,69,601,442,362,477,749,570,440,598,74,36,47,6,171
Linfield College,OR,2,556,495,1051,25,560,630,440,510,22,28,1561,1188,458,48,72,1548,840,13380,13380,4210,1880,2330,598,500,900,89,91,17.8,34,8747,81,481,377,319,397,650,522,448,546,47,47,31,4,129
Northwest Christian College,OR,2,481,439,920,*,*,*,*,*,*,*,*,*,*,*,*,226,74,*,*,*,*,*,*,*,*,55,*,16.9,47,*,*,*,*,*,292,*,*,*,409,4,5,2,0,11
Western Oregon State College,OR,1,470,429,899,*,*,*,*,*,*,*,1438,1279,695,*,*,3655,156,2790,7770,3720,3720,*,*,660,1830,77,80,20.0,7,5777,*,439,354,315,361,575,470,417,472,60,40,33,2,155
Oregon State University,OR,1,522,443,965,22,445,585,382,502,18,26,4675,3948,1637,*,*,10332,929,2841,7890,3444,1388,2056,50,543,2244,88,88,13.9,*,9383,45,597,473,400,475,762,615,522,615,206,209,133,46,622
Oregon Institute of Technology,OR,1,485,418,903,*,*,*,*,*,*,*,491,447,271,*,*,1774,809,2904,8676,3560,*,*,*,750,2028,20,20,14.7,*,7556,41,500,441,391,438,648,574,512,572,38,32,32,7,109
Pacific University,OR,2,542,479,1021,24,470,600,430,510,22,27,943,849,288,41,71,1041,35,14210,14210,3994,1764,2230,225,450,1100,76,76,10.9,22,11216,42,441,381,341,370,561,469,421,461,28,32,41,7,108
Portland State University,OR,1,484,416,900,22,410,550,350,480,19,23,1623,1574,837,*,*,6194,4992,*,*,4365,2565,1800,*,750,1098,78,78,20.0,18,6618,24,544,437,382,474,693,564,498,609,205,113,77,16,411
Reed College,OR,2,632,603,1235,28,570,700,550,660,*,*,1966,1436,327,47,80,1199,61,19960,19960,5490,2690,2800,150,500,450,90,90,11.8,37,15886,68,596,442,378,495,729,545,463,607,47,20,31,0,98
Southern Oregon State College,OR,1,476,443,919,21,417,540,385,525,*,*,1237,1037,768,*,*,3215,947,2700,7000,3400,3400,*,*,600,1550,89,97,17.6,11,6337,*,460,371,315,393,598,491,417,517,72,49,25,12,161
University of Oregon,OR,1,*,*,*,*,470,600,430,540,*,*,8631,6732,2546,25,61,11669,1605,3090,10602,3660,*,*,*,570,1530,79,87,19.7,13,8020,54,597,446,375,459,762,579,488,594,240,182,152,89,671
University of Portland,OR,2,527,474,1001,*,470,580,420,530,*,*,1758,1485,419,27,58,2041,174,12040,12040,4100,1750,2350,80,600,1100,92,96,13.2,17,9060,72,587,437,387,436,716,542,470,536,26,57,42,2,135
Warner Pacific College,OR,2,460,415,875,21,510,550,380,460,20,22,112,87,53,*,*,503,91,7940,7940,4032,4032,*,202,450,1220,39,36,12.9,*,7516,29,*,279,216,269,*,340,262,328,4,14,8,0,26
Willamette University,OR,2,575,525,1100,25,520,630,470,580,23,28,1658,1327,395,49,80,1595,159,14800,14800,4620,4620,*,90,400,790,91,94,13.3,37,10779,68,596,390,345,478,758,524,466,621,69,43,28,4,145
Albright College,PA,2,537,486,1023,24,480,600,420,540,22,28,1038,839,227,30,63,973,306,15595,15595,4400,2400,2000,200,300,500,79,84,11.3,23,11644,80,488,396,359,430,648,514,451,562,39,21,15,3,79
Allegheny College,PA,2,*,*,*,*,520,630,450,560,22,27,2652,1900,484,44,77,1707,44,17080,17080,4440,2280,2160,260,400,600,73,91,9.9,41,11711,76,576,414,332,415,744,537,418,532,36,46,54,8,144
Alvernia College,PA,2,410,430,840,18,*,*,*,*,*,*,707,614,168,10,30,801,464,8374,8374,4000,4000,*,*,*,*,42,42,10.8,12,6100,72,402,315,295,303,506,370,347,361,7,12,30,11,60
Beaver College,PA,2,505,460,965,*,430,540,390,510,*,*,1163,850,348,23,56,878,519,12850,12850,5400,5400,*,260,400,800,78,89,12.2,30,8954,73,496,405,353,381,652,532,462,500,12,20,32,2,68
Bryn Mawr College,PA,2,630,630,1260,*,570,680,580,670,*,*,1465,810,313,71,95,1088,16,18165,18165,6750,*,*,375,500,1200,100,100,12.3,49,17449,89,620,466,379,511,767,605,478,639,65,23,20,3,129
Bucknell University,PA,2,*,*,*,*,590,670,510,590,*,*,6548,3813,862,49,85,3316,31,18550,18550,4750,2545,2205,110,800,1200,95,97,14.2,36,13675,93,658,497,415,528,840,637,542,678,84,85,73,1,243
Cabrini College,PA,2,434,419,853,*,380,490,370,480,*,*,599,494,224,8,28,1035,446,10518,10518,6250,*,6250,480,300,300,59,76,16.5,36,7117,71,471,*,354,398,597,*,448,503,15,5,18,3,41
Carnegie Mellon University,PA,2,679,555,1234,28,630,740,500,620,26,31,8728,5201,1191,60,89,4265,291,17900,17900,5690,3520,2170,100,450,1250,86,93,9.2,31,24386,74,829,566,499,678,994,691,617,820,256,138,125,4,523
