FICE	name	State	type	SATm	SATv	SAT	ACT	SATm25	SATm75	SATv25	SATv75	ACT25	ACT75	new.applied	new.accepted	new.enrolled	new.top10HS	new.top25HS	undergrads	parttime	tuition.in	tuition	room+board	room	board	cost.fees	cost.books	cost.pers	fac.phd	fac.term	sf.ratio	donate	exp.stud	graduate	College	College.aaup	State.aaup	type.aaup	sal.prof	sal.assoc	sal.assist	sal.all	comp.prof	comp.assoc	comp.assist	comp.all	profs	assocs	assists	instruct	faculty
2899	                               Wagner C.	NY	private	510	480	 990	*	450	560	430	540	*	*	 1416	 1015	 417	10	 44	 1324	  117	13500	13500	5800	5800	*	*	 585	1700	 67	 78	13.2	23	 9006	 75	                               Wagner College	                 Wagner College	NY	IIB	 457	366	326	368	 587	477	438	 483	 20	 17	 31	  4	  72
2901	                                Wells C.	NY	private	590	490	1080	24	490	580	490	590	*	*	  318	  240	 130	40	 85	  416	   19	14900	14900	5550	*	*	*	 600	 500	 93	 98	 8.3	42	13935	 69	                                Wells College	                  Wells College	NY	IIB	 464	373	318	396	 568	454	389	 484	 21	 10	 14	  0	  46
4779	              Long Island U. at Brooklyn	NY	private	420	410	 830	*	*	*	*	*	*	*	 3292	 1317	 707	*	*	 3520	  673	10258	10258	5570	2950	2620	 485	 700	1250	 75	 75	21.6	*	*	 61	           Long Island University at Brooklyn	         Long Island University	NY	IIA	 631	513	408	531	 825	672	520	 690	233	175	124	 22	 561
4804	        New York Institute of Technology	NY	private	*	*	*	*	*	*	*	*	*	*	 2531	 1978	 778	*	*	 4730	 2007	 9190	 9190	5500	2980	2520	 850	 500	1250	 74	 74	18.6	*	 7148	 53	             New York Institute of Technology	   New York Inst. of Technology	NY	IIA	 569	492	410	491	 726	642	546	 639	 68	106	 43	 11	 228
6791	                     SUNY C. at Purchase	NY	public	486	466	 952	*	420	560	390	540	*	*	 2119	 1264	 390	 5	 33	 2478	 1441	 2650	 6550	4760	2990	1770	 367	1125	1362	 80	100	14.9	 8	 8170	 46	                     SUNY College at Purchase	       SUNY College at Purchase	NY	IIB	 534	432	362	437	 696	565	468	 570	 29	 52	 28	  0	 114
7109	                 SUNY C. at Old Westbury	NY	public	*	*	*	*	*	*	*	*	*	*	 1358	 1328	 370	*	 18	 2992	 1202	 2150	 5750	4420	2990	1430	 248	 660	*	 67	 74	25.3	*	 6288	 22	                 SUNY College at Old Westbury	   SUNY College at Old Westbury	NY	IIB	 592	480	374	466	 758	616	485	 599	 36	 42	 40	  8	 127
9554	                         SUNY at Buffalo	NY	public	572	480	1052	*	550	650	450	550	*	*	15039	 9649	3087	36	100	13963	 3124	 2650	 6550	4731	4731	*	 424	 708	 957	 90	 97	13.6	15	11177	 56	                              SUNY at Buffalo	                SUNY at Buffalo	NY	I	 762	548	423	601	 970	704	534	 767	400	338	218	  9	 982
10286	                    SUNY Empire State C.	NY	public	*	*	*	*	*	*	*	*	*	*	 2036	*	1725	*	*	 1596	 4333	 2650	 6550	*	*	*	  95	 600	1650	 58	 58	15.1	13	 8301	*	                    SUNY Empire State College	      SUNY Empire State College	NY	IIB	 543	437	361	430	 706	562	468	 554	 33	 47	 35	  3	 132
3011	               Art Academy of Cincinnati	OH	private	425	425	 850	17	*	*	*	*	*	*	  130	   82	  33	*	*	  199	   31	 8450	 8450	*	*	*	 370	1200	*	 11	 89	 7.5	*	 9442	*	                    Art Academy of Cincinnati	      Art Academy of Cincinnati	OH	IIB	*	286	*	304	*	354	*	 371	  5	  6	  5	  1	  17
3012	                              Ashland U.	OH	private	438	410	 848	21	*	*	*	*	*	*	 1454	 1267	 424	20	 41	 1874	  757	11431	11431	4684	2467	2217	 260	 600	1700	 43	 43	17.4	*	 9090	 66	                           Ashland University	             Ashland University	OH	IIB	 484	418	329	398	 624	530	437	 515	 52	 58	 58	  4	 179
3014	                      Baldwin-Wallace C.	OH	private	529	468	 997	23	460	590	410	530	20	25	 1690	 1366	 662	30	 61	 2718	 1460	10995	10995	4410	2235	2175	 585	1000	1000	 68	 74	17.6	20	 8086	 85	                      Baldwin-Wallace College	        Baldwin-Wallace College	OH	IIB	 530	431	360	464	 662	552	464	 587	 74	 39	 35	  0	 148
3016	                             Bluffton C.	OH	private	512	438	 972	23	430	600	380	510	20	25	  692	  514	 209	20	 50	  760	   81	 9900	 9900	3990	2373	1617	*	 400	 900	 76	 71	13.3	19	 9073	 58	                             Bluffton College	               Bluffton College	OH	IIB	 368	309	272	312	 466	389	347	 399	 16	 13	 19	  1	  49
3018	                  Bowling Green State U.	OH	public	497	449	 946	22	430	550	390	500	20	24	 9251	 7333	3076	14	 45	13699	 1213	 3070	 7452	3352	1968	1384	 660	 600	1700	 81	 89	21.1	14	 6918	 67	               Bowling Green State University	      Bowling Green State Univ.	OH	I	 620	481	394	483	 817	644	530	 643	226	212	180	 65	 690
3023	                              Capital U.	OH	private	*	*	*	23	*	*	*	*	21	26	 1747	 1382	 449	34	 66	 1662	  960	13050	13050	4000	4000	*	 135	 500	 800	 64	 69	12.1	27	 9557	 83	                           Capital University	             Capital University	OH	IIA	 563	405	334	424	 704	540	429	 543	 54	 36	 57	 11	 158
3024	                      Case W. Reserve U.	OH	private	*	*	*	*	600	740	490	640	26	32	 3877	 3156	 713	71	 93	 3051	  513	15700	15700	4730	2960	1770	 125	 525	1460	 95	 95	 2.9	29	19733	 67	              Case Western Reserve University	     Case Western Reserve Univ.	OH	I	 754	518	470	585	 948	663	600	 744	213	133	126	 58	 530
3025	                           Cedarville C.	OH	private	524	486	1010	24	450	600	420	550	21	26	 1307	 1090	 616	25	 55	 2196	   82	 7344	 7344	4410	2370	2040	 126	 570	1000	 50	 52	15.3	34	 6897	 64	                           Cedarville College	             Cedarville College	OH	IIB	 419	364	300	346	 527	459	379	 436	 32	 37	 60	  3	 132
3032	                      Cleveland State U.	OH	public	440	408	 848	20	350	510	320	450	16	22	 2407	 2296	1304	 5	 19	 7749	 3961	 3231	 6462	*	*	*	*	 808	*	 91	 97	18.5	 6	 7649	 35	                   Cleveland State University	     Cleveland State University	OH	IIA	 611	459	390	486	 750	575	495	 606	166	223	128	 14	 531
3033	                  C. of Mount St. Joseph	OH	private	480	440	 920	21	400	550	380	500	19	25	  798	  620	 238	14	 41	 1165	 1232	 9800	 9800	4430	2280	2150	  50	 400	1150	 46	 46	11.1	35	 6889	100	                  College of Mount St. Joseph	    College of Mount St. Joseph	OH	IIB	 477	412	339	360	 575	482	401	 423	 10	 21	 52	 17	 100
3036	              Franciscan U. Steubenville	OH	private	516	488	1004	24	440	590	410	550	20	26	  553	  452	 228	22	 49	 1301	  242	 9650	 9650	4400	2200	2200	 260	 600	1000	 57	 69	14.9	 8	 6336	 83	        Franciscan University of Steubenville	   Franciscan Univ.Steubenville	OH	IIB	 445	362	300	349	 580	440	405	 449	 15	 32	 34	  2	  83
3037	                           C. of Wooster	OH	private	570	530	1100	24	500	620	460	580	22	28	 2100	 1883	 553	29	 65	 1704	    1	16240	16240	4690	2160	2530	*	 500	 500	 84	 96	11.1	43	14140	 69	                           College of Wooster	             College of Wooster	OH	IIB	 561	411	346	449	 735	518	429	 575	 52	 24	 44	  2	 122
3041	                             Defiance C.	OH	private	438	381	 819	21	360	510	310	480	18	23	  571	  461	 174	10	 26	  645	  283	10850	10850	3670	*	*	*	 400	1159	 58	 60	12.8	19	 7505	 56	                             Defiance College	           Defiance College The	OH	IIB	 373	333	277	326	 438	388	330	 382	 14	 18	 11	  0	  46
3042	                              Denison U.	OH	private	*	*	*	*	520	630	460	570	25	29	 2762	 2279	 533	32	 60	 1835	   14	16900	16900	4720	2600	2120	 820	 500	 600	 88	 97	11.6	45	12423	 81	                           Denison University	             Denison University	OH	IIB	 558	414	346	445	 757	528	439	 584	 58	 32	 55	  0	 146
3045	                              U. Findlay	OH	private	*	*	*	22	*	*	*	*	*	*	 2165	 1783	 412	20	 43	 1854	  475	11800	11800	5030	2460	2570	 104	 550	 650	 51	 56	12.4	22	 6631	*	                        University of Findlay	          University of Findlay	OH	IIB	 417	370	301	330	 526	470	369	 413	 18	 29	 51	  7	 115
3046	                             Franklin U.	OH	private	*	*	*	*	*	*	*	*	*	*	 1304	 1300	 871	 4	 15	 1272	 2733	 3096	 3096	*	*	*	*	*	*	 53	 53	19.6	*	 4723	 33	                          Franklin University	            Franklin University	OH	IIB	*	*	*	345	*	*	*	 438	  0	  0	  0	  0	  39
3048	                           Heidelberg C.	OH	private	500	420	 920	22	*	*	*	*	*	*	  738	  687	 241	20	 44	  964	  242	13780	13780	4410	2004	2406	 198	 500	 500	 68	 73	12.5	*	 9268	 65	                           Heidelberg College	             Heidelberg College	OH	IIB	 399	334	298	331	 491	407	349	 397	 17	 18	 24	  8	  67
3049	                                Hiram C.	OH	private	540	510	1050	24	480	590	430	560	21	27	  922	  729	 244	37	 66	 1000	  275	14067	14067	4560	*	*	 270	 400	1000	 75	 95	10.6	34	12165	 79	                                Hiram College	                  Hiram College	OH	IIB	 468	367	302	373	 602	469	379	 474	 28	 22	 20	 11	  81
3050	                         John Carroll U.	OH	private	561	502	1063	23	530	630	460	580	20	25	 2421	 2109	 820	27	 57	 3168	  392	11700	11700	5550	3000	2550	*	 600	 450	 89	 90	14.5	28	 7738	 89	                      John Carroll University	        John Carroll University	OH	IIA	 587	473	389	465	 717	586	490	 576	 59	 56	 74	 14	 203
3051	                           Kent State U.	OH	public	462	424	 886	21	390	520	360	480	18	23	 9210	 3040	7425	10	 30	15615	 3230	 3927	 7854	3666	*	*	*	 500	1350	 81	 86	20.8	*	 6397	 46	                        Kent State University	   Kent State Univ.-Kent Campus	OH	I	 654	473	389	502	 810	602	505	 636	221	244	203	 14	 682
3065	                               Kenyon C.	OH	private	593	570	1163	27	550	640	520	630	25	29	 2212	 1538	 408	44	 75	 1445	    1	19240	19240	3690	1640	2050	 610	 750	 480	 95	 95	11.1	46	14067	 88	                               Kenyon College	                 Kenyon College	OH	IIB	 608	439	381	480	 777	552	475	 608	 49	 36	 38	  8	 131
3069	                              Lourdes C.	OH	private	*	*	*	19	*	*	*	*	18	22	   57	   55	  32	17	 48	  435	 1174	 6992	 6992	*	*	*	 300	 720	3285	 17	 24	 9.6	 8	 7256	 46	                              Lourdes College	                Lourdes College	OH	IIB	*	330	283	280	*	413	371	 361	  2	  8	 15	 22	  47
3072	                               Malone C.	OH	private	479	433	 912	21	410	560	380	490	19	24	  874	  758	 428	21	 46	 1605	  246	 9858	 9858	3700	2020	1680	 135	 450	1200	 42	 45	17.6	16	 4796	 55	                               Malone College	                 Malone College	OH	IIB	 410	352	306	343	 515	441	383	 432	 20	 18	 26	  4	  70
3073	                             Marietta C.	OH	private	*	*	*	*	490	600	450	550	22	27	 1611	  960	 342	27	 60	 1089	  210	13850	13850	3920	2020	1900	 270	 470	 810	 80	 97	13.2	30	10223	 96	                             Marietta College	               Marietta College	OH	IIB	 445	366	298	370	 569	464	367	 470	 27	 18	 19	  5	  69
3084	                            Muskingum C.	OH	private	490	436	 926	22	400	550	370	500	19	25	 1109	  922	 375	24	 46	 1115	   70	13240	13240	3914	1634	2280	 386	 600	 800	 73	 85	13.4	27	 9333	 73	                            Muskingum College	              Muskingum College	OH	IIB	 446	365	290	353	 574	461	378	 453	 19	 19	 28	  3	  69
3085	                   Notre Dame C. of Ohio	OH	private	415	423	 838	19	370	480	410	470	17	22	  136	  107	  42	12	 36	  377	  373	 8064	 8064	3860	2420	*	  80	 650	 700	 61	 61	 8.7	38	 7712	*	                   Notre Dame College of Ohio	     Notre Dame College of Ohio	OH	IIB	*	294	269	290	*	346	318	 340	  5	  9	 15	  0	  29
3086	                              Oberlin C.	OH	private	623	596	1219	29	570	680	540	660	25	30	 4778	 2767	 678	50	 89	 2587	  120	19670	19670	5820	2920	2900	 126	 575	1119	 77	 96	10.1	47	16593	 83	                              Oberlin College	                Oberlin College	OH	IIB	 588	454	385	507	 789	605	491	 673	121	 69	 43	  6	 239
3089	                        Ohio Northern U.	OH	private	541	465	1006	24	480	650	410	540	20	26	 2936	 2342	 669	35	 62	 2502	   66	15990	15990	4080	1785	2295	*	 600	 825	 73	 78	14.5	31	 9979	 83	                     Ohio Northern University	       Ohio Northern University	OH	IIB	 511	431	371	437	 639	546	465	 550	 55	 53	 39	  8	 155
3100	                                 Ohio U.	OH	public	520	473	 993	24	460	580	420	530	21	26	11023	 8298	3183	21	 54	14861	 1310	 3552	 7629	4095	2013	2082	 357	 550	2300	 79	 87	20.4	13	 8811	 64	                              Ohio University	         Ohio University-Athens	OH	I	 632	486	393	512	 786	618	512	 648	248	241	192	  4	 687
3109	                        Ohio Wesleyan U.	OH	private	575	528	1103	25	510	620	470	570	22	28	 2190	 1700	 458	36	 65	 1780	   48	16732	16732	5650	2860	2790	*	 550	 550	 93	 93	12.1	32	12011	 75	                     Ohio Wesleyan University	       Ohio Wesleyan University	OH	IIB	 541	395	354	453	 726	584	500	 626	 67	 25	 42	  2	 136
3110	                            Otterbein C.	OH	private	*	*	*	24	*	*	*	*	21	26	 1496	 1205	 428	26	 57	 1648	  936	12888	12888	4440	*	*	*	 420	 840	 62	 68	13.9	30	 8802	 87	                            Otterbein College	              Otterbein College	OH	IIB	 459	372	329	363	 600	467	399	 457	 22	 42	 56	 10	 130
3121	                               Tiffin U.	OH	private	372	308	 680	19	300	440	260	360	16	20	  845	  734	 254	 5	 21	  662	  351	 7600	 7600	3800	1800	2000	 125	 600	1200	 59	 74	19.0	40	 5096	 39	                            Tiffin University	              Tiffin University	OH	IIB	 485	379	334	379	 593	470	410	 466	  6	  7	 14	  0	  27
3123	                                U. Akron	OH	public	467	413	 880	20	399	599	349	475	17	23	 6305	 5190	3211	*	*	12487	 9295	 2888	 7650	3844	2454	1390	 304	 550	2100	 71	 80	16.7	18	 6025	 43	                          University of Akron	    Univ. of Akron- Main Campus	OH	I	 577	448	387	479	 718	567	497	 603	278	253	147	 39	 717
3125	                           U. Cincinnati	OH	public	533	464	 997	23	460	610	400	520	20	26	 6855	 5553	2408	26	 57	11036	 2011	 3234	 8907	4697	2703	1994	 498	 556	1851	 89	 95	10.8	 6	13889	 54	                     University of Cincinnati	     Univ.of Cinti.-Main Campus	OH	I	 666	483	393	535	 856	622	506	 688	447	410	244	 12	1113
3127	                               U. Dayton	OH	private	578	504	1082	25	490	610	500	560	22	28	 6361	 5293	1507	26	 51	 5889	  665	11380	11380	4220	2160	2060	 450	 500	 900	 81	 85	14.8	25	 8894	 93	                         University of Dayton	           University of Dayton	OH	IIA	 590	479	392	482	 765	616	495	 618	123	159	130	  7	 419
3131	                               U. Toledo	OH	public	504	447	 951	20	430	640	390	560	19	25	 3055	 2959	1527	*	*	15428	 5370	 2693	 7441	3719	2564	1155	 706	 550	 500	 81	 83	20.4	 5	 6124	 48	                         University of Toledo	           University of Toledo	OH	I	 608	457	379	486	 750	572	481	 607	217	152	167	 20	 556
3133	                               Urbana U.	OH	private	*	*	*	19	*	*	*	*	17	21	  318	  265	 132	12	 45	  745	  203	 8468	 8468	4140	1760	2380	 477	 500	 750	 68	 70	15.0	10	 5052	*	                            Urbana University	              Urbana University	OH	IIB	 335	266	241	272	 425	314	297	 333	  9	 12	 14	  1	  36
3134	                             Ursuline C.	OH	private	434	404	 838	21	340	540	330	490	18	20	  325	  260	  86	21	 47	  699	  717	 9600	 9600	4202	2270	1932	 210	 450	 750	 39	 69	10.5	15	 7164	 68	                             Ursuline College	               Ursuline College	OH	IIB	 413	350	297	306	 476	410	361	 363	  8	 10	 20	 24	  62
3135	                                Walsh U.	OH	private	*	*	*	22	*	*	*	*	*	*	 1092	  890	 477	27	 92	  847	  497	 8670	 8670	4180	*	*	 300	 500	1450	 42	 58	11.3	33	 5738	 68	                             Walsh University	               Walsh University	OH	IIB	 407	344	278	346	 504	427	352	 432	 17	 19	 10	  0	  49
3142	                           Wilmington C.	OH	private	*	*	*	*	*	*	*	*	18	22	  709	  602	 225	15	 37	 1372	  611	10230	10230	4110	*	4110	 180	 500	1000	 59	*	13.3	16	 6943	 67	                           Wilmington College	             Wilmington College	OH	IIB	 407	357	303	335	 481	430	364	 401	 10	 18	 32	  1	  61
3143	                           Wittenberg U.	OH	private	577	524	1101	25	510	620	480	570	22	27	 1979	 1739	 575	42	 68	 1980	  144	15948	15948	4404	2190	2214	 822	 400	 800	 82	 95	12.8	29	10414	 78	                        Wittenberg University	          Wittenberg University	OH	IIB	 546	413	341	438	 704	543	436	 567	 49	 55	 32	  6	 142
3144	                               Xavier U.	OH	private	521	475	 996	24	440	600	420	540	21	27	 1959	 1805	 695	24	 47	 2849	 1107	11520	11520	4960	2600	2360	  10	 600	1250	 73	 75	13.3	31	 9189	 83	                            Xavier University	              Xavier University	OH	IIA	 571	473	378	449	 712	586	467	 557	 58	 75	 78	 19	 230
3145	                     Youngstown State U.	OH	public	*	*	*	20	*	*	*	*	17	23	 3297	 2903	1907	13	 32	 9633	 3662	 2196	 4536	3675	*	*	 594	 570	1410	 71	*	18.0	 1	 5483	 50	                  Youngstown State University	    Youngstown State University	OH	IIA	 591	450	362	481	 723	562	461	 597	204	116	106	 33	 459
6883	               Ohio State U. at Columbus	OH	public	*	*	*	*	450	610	400	530	20	26	15076	12860	5330	24	 52	31039	 6005	 3087	 9315	4484	*	*	*	 525	2550	*	 95	13.1	17	10900	 56	            Ohio State University at Columbus	   Ohio State Univ.-Main campus	OH	I	 703	491	415	555	 846	603	516	 676	758	679	443	 30	1910
7104	                      Miami U. at Oxford	OH	public	*	*	*	*	540	640	470	560	23	27	 9239	 7788	3290	35	 39	13606	  807	 3740	 8856	3960	1860	2100	 798	 500	1382	 81	 89	17.6	20	 7846	 85	                   Miami University at Oxford	               Miami University	OH	I	 616	474	376	478	 797	614	487	 619	258	225	219	 60	 763
8795	                              Antioch U.	OH	private	504	516	1004	24	430	580	460	580	21	27	  713	  661	 252	25	 44	  712	   23	15476	15476	3336	1538	1798	1404	 400	1100	 69	 82	11.3	35	42926	 48	                           Antioch University	             Antioch University	OH	IIA	 441	348	300	316	 571	457	398	 418	 30	 15	 17	  3	 162
9168	                         Wright State U.	OH	public	*	*	*	*	330	530	300	480	18	23	*	*	*	11	 30	 9967	 3732	*	*	*	*	*	*	*	*	 80	 80	 8.1	*	 8133	*	                      Wright State University	   Wright State University-Main	OH	IIA	 642	468	385	465	 781	580	485	 576	126	176	132	 45	 493
